Distance_(pixels),Gray_Value
1210,8479.857
1211,8454.714
1212,8458.571
1213,8467.571
1214,8404.857
1215,8380.286
1216,8372.286
1217,8337.857
1218,8265.143
1219,8179.571
1220,8070.429
1221,7884.143
1222,7629.571
1223,7231.286
1224,6659.429
1225,6024.286
1226,5578.286
1227,5435.000
1228,5652.000
1229,6137.000
1230,6757.857
1231,7327.000
1232,7750.571
1233,8014.571
1234,8154.429
1235,8234.143
1236,8267.143
1237,8301.143
1238,8321.429
1239,8328.714
1240,8332.286
1241,8283.571
1242,8167.000
1243,8009.857
1244,7804.714
1245,7552.571
1246,7377.714
1247,7342.000
1248,7365.143
1249,7495.571
1250,7693.714
1251,7882.143
1252,8013.286
1253,8083.571
1254,8134.143
1255,8179.143
1256,8163.286
1257,8125.286
1258,8066.571
1259,7940.571
1260,7767.714
1261,7650.571
1262,7602.286
1263,7675.571
1264,7774.143
1265,7884.286
1266,7949.286
1267,7993.571
1268,7963.286
1269,7923.429
1270,7884.714
1271,7903.857
1272,7979.143
1273,8036.143
1274,8084.286
1275,8091.000
1276,8094.429
1277,8076.857
1278,8056.857
1279,8020.857
1280,7988.429
1281,7971.000
1282,8025.429
1283,8097.714
1284,8119.571
1285,8149.000
1286,8190.714
1287,8172.429
1288,8168.286
1289,8170.571
1290,8124.286
1291,8108.000
1292,8097.857
1293,8041.286
1294,7990.714
1295,7944.286
1296,7872.857
1297,7822.143
1298,7830.286
1299,7861.571
1300,7909.714
1301,7977.429
1302,8028.714
1303,8061.571
1304,8044.286
1305,7981.714
1306,7888.571
1307,7788.000
1308,7724.429
1309,7738.000
1310,7764.143
1311,7838.571
1312,7890.857
1313,7898.286
1314,7946.571
1315,7966.143
1316,7913.571
1317,7928.571
1318,7931.000
1319,7896.000
1320,7870.571
1321,7864.857
1322,7854.714
1323,7871.571
1324,7909.714
1325,7910.000
1326,7938.571
1327,7947.714
1328,7956.143
1329,8007.714
1330,8034.857
1331,8057.714
1332,8075.000
1333,8076.429
1334,8094.571
1335,8110.143
1336,8123.000
1337,8143.143
1338,8158.714
1339,8196.857
1340,8189.286
1341,8194.143
1342,8192.429
1343,8138.143
1344,8047.000
1345,7926.857
1346,7809.429
1347,7819.429
1348,7886.429
1349,8011.857
1350,8134.286
1351,8242.429
1352,8344.286
1353,8419.286
1354,8421.000
1355,8416.571
1356,8364.429
1357,8212.143
1358,7903.000
1359,7424.429
1360,6836.000
1361,6365.286
1362,6236.000
1363,6524.571
1364,7020.857
1365,7557.714
1366,8071.429
1367,8416.571
1368,8623.143
1369,8730.000
1370,8771.000
1371,8756.857
1372,8735.286
1373,8714.714
1374,8657.571
1375,8610.000
1376,8600.429
1377,8592.143
1378,8560.286
1379,8545.000
1380,8543.000
1381,8536.286
1382,8539.714
1383,8546.857
1384,8577.857
1385,8603.571
1386,8589.143
1387,8590.000
1388,8597.286
1389,8576.429
1390,8522.571
1391,8465.000
1392,8403.143
1393,8394.000
1394,8390.000
1395,8361.000
1396,8363.571
1397,8387.571
1398,8411.571
1399,8455.000
1400,8512.857
1401,8570.000
1402,8620.286
1403,8626.571
1404,8615.571
1405,8575.000
1406,8486.143
1407,8428.143
1408,8391.143
1409,8399.286
1410,8433.143
1411,8466.429
1412,8469.429
1413,8478.714
1414,8561.857
1415,8604.571
1416,8622.857
1417,8683.857
1418,8730.429
1419,8728.143
1420,8714.000
1421,8716.143
1422,8732.857
1423,8711.143
1424,8671.143
1425,8668.143
1426,8688.143
1427,8671.857
1428,8681.143
1429,8706.857
1430,8716.143
1431,8719.286
1432,8721.714
1433,8694.143
1434,8699.286
1435,8691.000
1436,8628.000
1437,8609.143
1438,8644.429
1439,8621.571
1440,8625.286
1441,8593.286
1442,8604.857
1443,8582.714
1444,8527.000
1445,8525.857
1446,8478.571
1447,8450.714
1448,8434.000
1449,8371.429
1450,8305.714
1451,8256.143
1452,8219.286
1453,8208.571
1454,8207.571
1455,8212.143
1456,8235.429
1457,8257.286
1458,8285.429
1459,8311.429
1460,8324.857
1461,8318.429
1462,8281.857
1463,8279.714
1464,8223.429
1465,8177.714
1466,8106.857
1467,8059.714
1468,8003.429
1469,7988.286
1470,8036.857
1471,8073.000
1472,8083.286
1473,8126.714
1474,8173.000
1475,8191.429
1476,8218.857
1477,8235.143
1478,8231.714
1479,8208.143
1480,8173.000
1481,8151.143
1482,8140.857
1483,8113.714
1484,8091.714
1485,8079.143
1486,8089.857
1487,8068.714
1488,8075.429
1489,8057.429
1490,8022.714
1491,7982.286
1492,7959.143
1493,7919.857
1494,7881.571
1495,7809.714
1496,7754.286
1497,7738.429
1498,7689.714
1499,7611.571
1500,7521.000
1501,7312.429
1502,7026.714
1503,6757.714
1504,6616.429
1505,6590.714
1506,6726.714
1507,6960.429
1508,7211.143
1509,7417.429
1510,7538.714
1511,7607.286
1512,7653.714
1513,7698.714
1514,7684.286
1515,7618.143
1516,7590.429
1517,7533.286
1518,7477.857
1519,7454.000
1520,7457.857
1521,7507.429
1522,7562.714
1523,7601.000
1524,7649.571
1525,7700.714
1526,7826.857
1527,7900.714
